season,average_day_temp,average_night_temp,total_sunshine_hours,total_rainfall,suitability
kharif,30.5,20.3,1151.9484718011643,1288.9610261937737,suitable
kharif,30.0,20.2,1080.2997906968094,1230.8189251904387,suitable
pre-kharif,27.5,22.1,939.4654798841149,779.3727140950359,not suitable
pre-kharif,33.0,22.0,1135.1231476036128,1007.6216436273705,not suitable
kharif,29.4,21.8,1073.441114521538,1335.0031053756366,suitable
kharif,29.3,21.8,1033.3128489619025,1397.3246200393876,suitable
kharif,25.3,23.5,863.3580628176098,1336.669653854875,not suitable
rabi,25.9,18.4,1022.4168166873403,724.7489684053311,not suitable
kharif,28.7,20.6,1126.4988644054008,1369.4484893276629,suitable
pre-kharif,21.8,21.2,534.5826610480144,1029.229481732587,not suitable
pre-kharif,33.2,21.5,1177.3128232316187,933.2046730235112,not suitable
rabi,27.4,20.7,1058.291379163296,1037.3906733692343,not suitable
rabi,26.7,19.5,1010.0534422261902,648.098516881417,not suitable
rabi,27.4,23.1,1132.593168231554,770.1525660990754,not suitable
pre-kharif,31.7,23.9,1062.5264224526754,1166.9226816424853,not suitable
rabi,23.5,20.9,924.96237603751,727.1701036323856,not suitable
pre-kharif,35.1,22.1,1336.5881693418696,1180.9823919579221,suitable
pre-kharif,30.4,22.6,1022.7118019441066,962.6194279207099,not suitable
rabi,25.6,21.7,975.802615188103,567.9480252597773,not suitable
pre-kharif,23.7,19.0,693.2722541819751,945.3747689942549,not suitable
kharif,28.4,21.7,943.8517024099681,1283.7475466168469,not suitable
pre-kharif,30.7,22.5,1058.9585619660145,1349.5776511921756,suitable
kharif,29.6,22.3,1045.1705623779676,1236.315003193447,suitable
rabi,26.1,22.6,1135.0231210048125,854.8719067721853,not suitable
kharif,29.5,21.3,1086.710534571441,1372.4654593649898,suitable
kharif,28.6,22.6,1030.2440608283362,1283.3898544584906,suitable
pre-kharif,34.6,21.9,1238.7508117298246,1205.1062995817995,suitable
kharif,23.9,21.9,849.5587163141817,1289.049910398228,not suitable
kharif,27.2,19.9,1026.9288083262188,1361.0519784772816,not suitable
pre-kharif,31.9,21.8,1188.6513788434238,1014.5773055097778,not suitable
kharif,26.6,21.0,888.893611181375,1153.8995048175284,not suitable
pre-kharif,27.8,22.3,755.0187815107623,721.9193804027096,not suitable
rabi,28.3,20.2,1100.754883827772,770.0844204608915,not suitable
kharif,28.5,21.9,1055.4060345815483,1533.142254926135,not suitable
pre-kharif,29.9,21.7,1045.1638190560639,1071.22196610907,not suitable
kharif,21.6,20.2,907.3479985097604,1263.1294741869451,not suitable
kharif,27.7,21.3,976.1341819375757,659.3806668393494,not suitable
rabi,24.7,19.8,919.8352503740956,804.7957323977489,not suitable
rabi,24.9,21.6,961.0180187613995,773.620791420342,not suitable
kharif,28.2,19.4,984.0577043109803,1293.3392052401289,not suitable
rabi,24.5,20.6,980.5841567179787,921.3602410966681,not suitable
kharif,28.2,20.6,963.3933765026887,1401.692986665635,not suitable
pre-kharif,29.5,22.0,921.4728868819427,1149.8329753300407,not suitable
kharif,27.6,22.2,1011.1152899113063,1351.8859412996494,suitable
kharif,25.6,21.5,792.9123364822622,1292.5329354639139,not suitable
kharif,27.1,22.2,848.839285256607,1536.5324179666216,not suitable
rabi,22.5,20.3,854.4402129271656,943.7737838851642,not suitable
kharif,29.3,23.0,1103.1362859251453,898.2987910259034,not suitable
rabi,26.0,18.8,1037.1369852603307,650.7492615018447,not suitable
rabi,21.4,20.1,862.4894099160235,1113.8888530397885,not suitable
kharif,25.7,20.1,854.3307656964333,1500.4270534767525,not suitable
kharif,30.6,20.7,1175.174055871917,1445.6267507438374,suitable
kharif,30.2,21.3,1070.2702490388983,1051.8381665195022,not suitable
rabi,25.6,22.1,1134.6074052237218,764.7728830712963,not suitable
kharif,27.2,21.6,1038.285993246982,1447.1400814124909,suitable
pre-kharif,26.3,22.3,811.5528392822453,576.4282956961783,not suitable
kharif,34.4,22.5,1252.453932800855,1468.872535080796,suitable
kharif,30.0,19.5,1197.9476856603899,1387.0554635659178,not suitable
pre-kharif,32.7,19.9,1187.3189926581863,1051.6642292621875,not suitable
pre-kharif,26.5,20.7,932.6795539881389,920.0397555124547,not suitable
kharif,25.8,22.1,913.7906424823294,1085.9656155206685,not suitable
kharif,29.0,22.1,1094.6072424084405,1406.5387310102908,suitable
kharif,28.3,19.3,956.3850759597544,1460.2085767639917,not suitable
pre-kharif,26.4,22.3,893.7673327541472,956.7904700896938,not suitable
pre-kharif,27.1,24.4,889.4175770919853,834.0381030533681,not suitable
kharif,26.8,20.9,958.7895500605982,1825.4116920058223,not suitable
kharif,25.6,19.3,931.2054923039377,1367.8830486235754,not suitable
pre-kharif,25.3,23.1,866.6688261033631,970.7970361996566,not suitable
kharif,29.5,21.1,1083.2675906125774,1248.0839150275576,suitable
kharif,26.6,18.5,833.5056839375507,1439.82725989873,not suitable
pre-kharif,30.3,20.8,980.449036240388,1321.0122717455195,not suitable
pre-kharif,33.3,22.1,1081.3468850139504,914.5897272659912,not suitable
pre-kharif,30.2,24.9,1005.1117897286853,1213.0219334177225,not suitable
rabi,24.3,22.3,1009.4893586764923,893.1754794545225,not suitable
rabi,20.7,22.9,821.9289498571707,827.509581153202,not suitable
rabi,21.6,19.2,707.4996869711,816.0152318086572,not suitable
rabi,23.9,20.4,871.5440684601577,888.0414240435853,not suitable
kharif,27.4,22.5,934.1459362006265,1253.8143890853744,not suitable
kharif,26.7,20.9,852.2233741077491,1215.8308060955662,not suitable
kharif,25.9,20.7,947.6518471472083,647.0594309260796,not suitable
pre-kharif,25.3,23.2,761.7572530933026,851.0654500612867,not suitable
kharif,27.8,21.8,964.0554630168456,1113.555724108072,not suitable
rabi,23.8,18.7,922.2074280681925,1024.332273204185,not suitable
kharif,28.6,20.9,1016.5377434588025,1279.3780170251339,suitable
kharif,27.1,22.8,712.8484701517843,1355.4644941517656,not suitable
pre-kharif,32.9,21.8,1057.283008342727,1163.8706742392394,suitable
kharif,27.6,22.7,1075.156493807773,1437.2681305090653,suitable
kharif,26.2,23.2,927.6554967829888,1337.8850443754404,not suitable
rabi,28.3,20.8,1142.1546755866086,925.4775699445152,not suitable
kharif,30.4,20.7,1150.1232821241874,1101.930978217704,not suitable
rabi,24.8,21.2,953.2830633857842,764.318308410544,not suitable
kharif,33.9,22.7,1263.3057890286443,1519.5216017805803,not suitable
rabi,27.6,19.2,1040.4251116801604,787.4619575330535,not suitable
kharif,27.2,21.8,962.5901636542686,1534.3009365182922,not suitable
kharif,24.5,20.0,778.9926767934198,1316.9952208272716,not suitable
kharif,28.9,20.6,1028.8739308697532,1191.9632882484261,suitable
rabi,28.3,21.8,1085.5790239118094,719.7879991796859,not suitable
rabi,27.6,19.8,1109.7825131885234,914.8042399939494,not suitable
pre-kharif,35.0,22.7,1248.946766298456,1000.3312259676009,not suitable
pre-kharif,28.2,24.4,939.4410200675418,1072.9425982987214,not suitable
rabi,25.5,20.5,947.0334642559396,893.5643302039825,not suitable
kharif,28.3,22.6,922.129388152028,1222.653789133781,not suitable
kharif,32.5,20.9,1234.3460571800872,1269.8273049685806,suitable
kharif,31.6,22.9,1129.9113206989662,1342.479553484398,suitable
pre-kharif,28.7,23.4,920.7682767541243,1001.4316750891622,not suitable
rabi,24.3,19.6,951.2260081888686,750.2936981499457,not suitable
rabi,26.0,17.5,1078.8733049160064,1025.9068310754649,not suitable
kharif,30.1,21.0,1133.9571377090665,1255.1202031131363,suitable
kharif,27.4,22.4,1036.695304762833,1177.4128707069844,suitable
rabi,23.8,17.9,930.8885233477594,978.4301294711562,not suitable
pre-kharif,31.2,22.4,1038.0077129757572,1136.922495307172,suitable
rabi,30.9,20.2,1275.6899008949028,1126.1039511211266,suitable
pre-kharif,35.7,23.5,1232.105709152932,598.3873312492018,not suitable
kharif,29.9,21.5,1067.8317121943383,1462.8752764536628,suitable
rabi,26.7,21.6,1067.1608559936753,689.8810530473511,not suitable
kharif,29.0,22.0,1092.081392013975,1339.1714444808902,suitable
kharif,27.3,22.9,1061.70476777921,1151.351792072716,suitable
kharif,24.8,22.4,772.5379131914233,1344.4392470434377,not suitable
kharif,30.2,21.0,1111.72592272129,1324.5087921372235,suitable
pre-kharif,28.2,20.2,921.0510548761489,752.7929448061051,not suitable
rabi,26.3,19.7,1039.5764892060192,785.1117219268643,not suitable
rabi,26.3,19.9,1117.594960021116,771.0601051083697,not suitable
kharif,27.7,19.7,1035.8407681155845,1196.633270038698,not suitable
kharif,28.2,22.2,1019.8016310168573,1492.204596416421,suitable
pre-kharif,26.2,18.7,703.6584197189652,1086.9940122363996,not suitable
pre-kharif,31.0,21.5,1087.5740432823263,664.5084591717952,not suitable
kharif,27.5,20.2,948.894690747867,1320.3916586287562,not suitable
rabi,25.5,20.7,977.4777583979937,1303.4993493102554,not suitable
kharif,26.9,21.6,928.9039198510233,1267.9094725924742,not suitable
rabi,24.3,19.0,852.5002335234008,801.4777509585062,not suitable
pre-kharif,32.2,22.1,1052.6431873641002,899.3202568996918,not suitable
kharif,28.8,20.9,1031.9802260336598,1287.5378550114594,suitable
pre-kharif,30.0,20.6,1033.8710151663388,989.1906769601023,not suitable
kharif,24.6,22.0,831.742524113876,1368.3223579533656,not suitable
pre-kharif,28.6,22.8,838.2278822720435,847.361370683038,not suitable
rabi,26.3,20.1,1027.7916125690786,1014.1757331345473,not suitable
pre-kharif,33.2,19.4,1199.7914198763538,870.8267070470056,not suitable
rabi,24.2,20.4,1017.4645537887791,971.2954101073088,not suitable
kharif,29.3,21.7,1017.7659274500519,1289.2174532892298,suitable
rabi,30.2,19.9,1194.4325685759666,787.5069607483007,not suitable
kharif,26.6,19.8,882.7789172514975,1287.9744154866016,not suitable
rabi,23.0,18.6,890.1571148093421,808.3701072821362,not suitable
pre-kharif,31.7,20.7,1058.7471472214975,1055.8186525856854,not suitable
rabi,25.6,19.1,1024.6149245938902,882.3894987467022,not suitable
rabi,23.9,21.3,892.6415070760593,1012.7830691142666,not suitable
pre-kharif,28.3,20.2,857.5858871258754,1223.6754468850716,not suitable
pre-kharif,29.9,19.1,1022.0869395609492,825.5628554436107,not suitable
kharif,23.7,23.3,721.4828636388943,1470.1438216906836,not suitable
rabi,23.6,20.8,848.4293686692677,774.610784621186,not suitable
kharif,31.7,21.9,1157.3081474549033,1103.737587015255,not suitable
kharif,26.6,20.6,884.6510175103978,1687.789011087878,not suitable
pre-kharif,25.5,23.8,753.9421479351334,891.3557691449828,not suitable
pre-kharif,32.3,20.3,1116.820856172191,863.9397947006611,not suitable
rabi,20.5,21.2,702.582554196388,727.237364866885,not suitable
pre-kharif,29.4,21.5,924.059525858153,616.1431535163618,not suitable
kharif,26.4,22.7,895.0509351643035,1421.928264109402,not suitable
rabi,25.9,20.9,1029.3920428866215,952.8095610603951,not suitable
pre-kharif,28.7,23.5,906.8066495260509,1028.7478242519726,not suitable
kharif,30.0,22.7,1060.8534252113552,1717.923274828412,not suitable
pre-kharif,31.0,23.1,1015.3365356935915,1205.5592283047743,not suitable
kharif,31.2,21.0,1198.9069537415085,1438.3524906259852,suitable
pre-kharif,30.4,19.5,949.1171182128181,1225.4751440203147,not suitable
rabi,23.8,20.0,919.921321765443,645.2087162642155,not suitable
kharif,30.3,25.5,830.796326854064,1611.9832922135963,not suitable
kharif,24.8,21.1,883.361881187283,1236.4501142970698,not suitable
kharif,25.4,20.1,841.3534180591266,1207.8656757227736,not suitable
pre-kharif,32.4,22.8,1071.0226441467162,1260.2521661692326,suitable
rabi,28.2,18.9,1191.2477575730766,838.8236578367122,not suitable
kharif,29.7,22.5,1078.587106659716,1370.3157244235672,suitable
kharif,31.1,22.4,1221.1898527887515,1451.2143415988892,suitable
pre-kharif,31.8,22.1,1101.0748550693004,778.5363396742819,not suitable
kharif,25.4,22.3,950.0150593352092,1117.4300697757715,not suitable
pre-kharif,29.8,26.1,975.1936155566103,1004.3304589738943,not suitable
kharif,30.9,22.7,1160.1501627827442,1268.407459283869,suitable
pre-kharif,32.5,22.7,1122.9848596983188,1180.4016209578458,suitable
rabi,26.8,19.8,1054.9750328219225,975.9332109863138,not suitable
pre-kharif,31.1,22.4,1076.492549889813,1031.4546522679318,not suitable
rabi,25.4,20.2,959.9423277885287,867.2117151419952,not suitable
rabi,21.0,18.7,787.1035572923435,719.3182114303445,not suitable
pre-kharif,28.1,20.2,938.8788322474435,1059.5676283995076,not suitable
kharif,26.6,21.9,914.3388900911378,1295.9537349736736,not suitable
pre-kharif,29.7,20.6,1011.6969074628805,1256.5453699503114,suitable
kharif,29.0,22.5,1061.5614318057835,1202.0555933306757,suitable
rabi,26.7,19.7,1108.7878032118547,663.069890594666,not suitable
kharif,25.6,19.3,839.4869506483836,1218.3439459364847,not suitable
kharif,28.6,21.1,972.8443458476312,1432.8156459009565,not suitable
pre-kharif,29.4,20.3,982.6383810224648,862.5800594392207,not suitable
kharif,27.7,22.2,951.7626064628739,1372.3967002988963,not suitable
pre-kharif,31.7,25.3,975.4240064923652,956.9596826254971,not suitable
rabi,22.8,19.3,896.0409162588226,999.4328738733162,not suitable
kharif,27.7,20.3,1013.9024907266771,1425.4581555056468,suitable
rabi,21.5,20.2,766.2398183593268,774.0793567738484,not suitable
pre-kharif,28.9,21.5,857.5523780586609,1386.6920661220365,not suitable
kharif,29.0,21.6,1077.4973961815517,1351.5261305787894,suitable
kharif,26.2,22.7,897.5628005624477,1175.3945502474965,not suitable
pre-kharif,29.0,23.0,1037.8360810488591,961.4024024481067,not suitable
kharif,26.0,22.1,998.190285645844,1365.040157164079,not suitable
rabi,26.9,19.4,1057.9306358473705,675.5978050971527,not suitable
rabi,21.1,18.3,803.2190137857109,990.4382270163198,not suitable
kharif,28.5,22.6,1064.412943533483,1164.751070873356,suitable
kharif,30.4,21.9,1152.0149104143886,1254.0680729019066,suitable
pre-kharif,35.5,24.9,1295.317189768037,776.1050508199222,not suitable
rabi,18.9,21.5,762.5166537307338,929.6420698367581,not suitable
pre-kharif,33.6,18.0,1188.4724048479206,874.7027022203671,not suitable
rabi,28.6,20.9,1180.2901140218485,656.8201709979794,not suitable
kharif,27.6,22.1,1010.1746429222121,576.7478737324503,not suitable
kharif,29.4,19.9,987.2527364595551,1211.521746937344,not suitable
rabi,23.5,19.6,872.5394875669878,1281.8298842097702,not suitable
pre-kharif,27.6,23.7,868.6247050548754,828.9164025518713,not suitable
kharif,29.0,21.1,1031.0940094593655,1313.6429183170385,suitable
kharif,29.7,22.3,1080.3186211790387,1233.1561851772756,suitable
pre-kharif,31.4,21.6,1082.740394371633,1074.045668582477,not suitable
kharif,25.6,18.9,902.3283534777711,1174.0518779271704,not suitable
kharif,26.9,23.4,951.7871119900313,1482.3795313438031,not suitable
rabi,20.2,21.3,871.1874204700265,722.8935543785105,not suitable
pre-kharif,31.1,22.0,995.0842771347345,835.9475553352823,not suitable
rabi,22.2,21.5,873.5285814358078,926.6917428545555,not suitable
pre-kharif,30.4,21.1,1182.0290428620824,1055.7029523311862,not suitable
pre-kharif,30.7,20.9,1033.2633198029728,863.1100776562029,not suitable
pre-kharif,33.3,22.6,1151.7035015474755,653.9818320311772,not suitable
pre-kharif,30.2,25.5,969.2660660262073,531.6216519664227,not suitable
pre-kharif,29.9,23.6,1089.3733674046496,1030.1379613285228,not suitable
rabi,22.5,21.9,776.6797905391088,1161.068855072883,not suitable
kharif,25.6,22.6,897.5991851529275,1282.184443910112,not suitable
pre-kharif,33.5,24.2,1148.1646672860375,1109.1029807249056,not suitable
pre-kharif,31.4,21.6,1072.2042121412608,874.0677022194185,not suitable
rabi,27.7,21.8,1162.056149159163,944.9698275964986,not suitable
rabi,21.4,21.9,662.2153974087524,839.8370400673857,not suitable
pre-kharif,30.8,21.9,1061.021651414686,855.637139580288,not suitable
pre-kharif,31.3,21.0,1023.9618642013986,1083.6049200617595,not suitable
pre-kharif,29.6,21.6,1019.5812852643528,1355.0033335405913,suitable
pre-kharif,29.7,18.7,971.1771346117395,1002.2360982482608,not suitable
pre-kharif,28.4,20.0,862.4744935837483,1088.626727843742,not suitable
kharif,32.2,20.4,1196.3977151272236,1223.1744528129364,suitable
pre-kharif,27.1,20.6,945.5481516820289,937.7071956292949,not suitable
kharif,28.9,20.4,1055.2473004723645,1147.3696473123402,suitable
pre-kharif,26.9,21.8,842.3049730365241,734.381886468525,not suitable
rabi,21.5,19.8,884.6282157717349,611.5897309969897,not suitable
rabi,27.1,21.7,1125.4034955568027,1172.9821768694953,suitable
kharif,28.3,21.0,1052.741326127308,1047.4565106188156,not suitable
kharif,28.6,20.2,1037.444301171038,1267.1160040404848,suitable
kharif,25.2,21.9,797.7286587104503,1108.867284017009,not suitable
kharif,31.6,20.2,1080.758123894815,1411.3155978201594,suitable
rabi,24.2,21.2,936.4743043815976,940.8886755438323,not suitable
kharif,28.3,21.6,1000.830571288333,1304.4312142486488,suitable
rabi,25.7,19.1,1024.261604176816,613.5898006032543,not suitable
rabi,22.9,19.2,963.7215510141993,1068.7331344862425,not suitable
kharif,29.4,22.6,1045.75986012555,1556.0882243441495,not suitable
kharif,23.3,22.4,764.5252776558978,1333.8954934562069,not suitable
pre-kharif,25.4,23.1,817.1281486605714,1213.4722568509144,not suitable
pre-kharif,27.3,23.2,888.5884454864051,1199.233793945324,not suitable
kharif,28.8,22.0,1075.1806917924343,1195.445756731037,suitable
pre-kharif,28.8,22.6,1005.7565428327256,1152.755087016698,suitable
rabi,30.5,19.5,1224.31351237441,809.2256247021436,not suitable
pre-kharif,29.5,21.2,937.6407906567642,964.2650368490044,not suitable
kharif,27.2,23.2,1018.8841034266472,1046.4885382130578,not suitable
kharif,26.1,21.3,904.0233607987702,1426.7897891046066,not suitable
kharif,26.2,20.9,927.9402981835008,1119.056163673985,not suitable
kharif,25.5,23.3,922.7761160877885,1240.1975304690354,not suitable
rabi,21.4,20.4,834.0435278536539,759.4168901806393,not suitable
kharif,25.1,21.8,825.5904282720275,1577.0062842553843,not suitable
kharif,28.0,20.1,983.2149685528748,1394.9552601805751,not suitable
pre-kharif,28.2,18.8,930.0409889620355,1126.833199315923,not suitable
kharif,32.7,23.9,992.0660642797459,1359.8151072994658,not suitable
rabi,25.8,18.5,1036.9331168557633,718.6268922889705,not suitable
kharif,27.8,21.2,1009.6804357575388,1449.6534768164631,suitable
rabi,29.3,19.0,1039.57178549997,826.0906852619385,not suitable
kharif,31.7,24.3,1146.6062625992438,1443.4323574943032,not suitable
pre-kharif,23.2,20.1,630.420718606075,1195.7245976364102,not suitable
pre-kharif,35.8,20.8,1194.614020019277,1382.6911888814275,suitable
kharif,27.8,21.9,1080.1705847327296,1560.1487362432663,not suitable
kharif,24.3,22.0,780.2831744973234,1212.7397202626591,not suitable
rabi,24.1,22.0,978.5919016098849,930.8563213158774,not suitable
pre-kharif,33.5,22.6,1184.4223608343766,1218.6031221756853,suitable
kharif,27.2,22.8,1063.9854888552552,1244.7076814129407,suitable
kharif,29.4,19.9,1028.1746103196488,1168.7505460234936,not suitable
kharif,26.9,22.3,959.8627375201525,1295.1045950513612,not suitable
pre-kharif,31.3,24.4,1126.208631562364,1012.8460556953473,not suitable
pre-kharif,35.6,23.5,1353.382833650305,769.779898511711,not suitable
pre-kharif,26.5,23.6,836.4351441169492,1031.6213177280486,not suitable
pre-kharif,35.5,22.0,1297.742061216796,1052.654931608837,not suitable
pre-kharif,27.3,21.6,877.5000637119226,1152.3530185724462,not suitable
pre-kharif,31.4,19.9,1066.8734935038801,1310.984487137754,not suitable
kharif,30.7,21.1,1173.3738944017666,1280.3156407536521,suitable
kharif,29.1,23.3,1049.9807883024357,1061.6982784620286,not suitable
rabi,24.0,21.3,939.6833743722402,729.1335040492487,not suitable
pre-kharif,26.6,19.3,765.0176475762371,981.1498268225757,not suitable
kharif,23.9,21.8,713.3957134004067,1205.523819072513,not suitable
kharif,28.3,21.9,999.4792660152249,1534.8246995341135,not suitable
pre-kharif,30.1,23.3,1093.2331277449032,1522.2620782736788,not suitable
rabi,27.2,16.4,1114.259409023782,819.3682861651488,not suitable
pre-kharif,31.2,21.2,1104.2509839170805,703.3804140533606,not suitable
rabi,27.8,18.4,1140.3439548057593,1507.905595818949,not suitable
rabi,23.5,23.3,975.5846479811787,874.6339112960358,not suitable
kharif,28.1,19.0,1153.351009257408,1337.1522677573682,not suitable
kharif,29.5,19.7,1120.3812187188694,1411.8632117711215,not suitable
kharif,31.9,20.2,1212.185457161096,1282.043468014037,suitable
kharif,29.7,19.8,1058.5753935746127,1045.6332722064976,not suitable
kharif,29.3,21.8,1056.2121871085387,1280.8471028012148,suitable
pre-kharif,30.1,19.9,1024.4289175144388,1087.4857435248373,not suitable
pre-kharif,31.2,21.3,1167.2546194585404,852.395994002922,not suitable
kharif,28.9,21.7,1067.0024172460685,1466.0328646287116,suitable
kharif,27.6,20.4,1039.1400409419887,1133.777067243656,suitable
rabi,28.1,21.5,1176.3218792395896,958.8354531772237,not suitable
pre-kharif,30.1,21.4,1041.558964536388,682.8743528591275,not suitable
rabi,24.5,19.4,1001.6710705083739,668.4330744423904,not suitable
pre-kharif,28.2,21.0,870.272119590825,500.0,not suitable
kharif,24.6,21.1,908.0622606582484,1417.0270692075644,not suitable
kharif,28.3,22.2,1024.525415863323,1068.225725699087,not suitable
kharif,29.2,19.8,1040.0773235256179,1303.0322165290827,not suitable
pre-kharif,28.5,23.0,908.0293657518938,747.1909233559411,not suitable
kharif,26.9,20.3,795.6788606140057,1384.2982276762173,not suitable
rabi,26.7,18.2,1026.7376673442282,620.2351441399001,not suitable
kharif,31.1,21.7,1046.9643920952196,1254.01609981712,suitable
kharif,30.0,21.0,1104.6366472181192,1729.1836909555195,not suitable
rabi,28.6,18.6,1086.0982528237705,1052.8032275024113,not suitable
rabi,27.6,21.4,1114.7444356249043,997.9339157724132,not suitable
kharif,25.1,21.9,906.5555640442958,1228.0870017827992,not suitable
pre-kharif,32.5,21.8,1039.0843961392586,968.2300358403955,not suitable
rabi,24.9,22.2,968.5093895924695,1103.1887542503737,not suitable
kharif,31.0,22.5,1203.170531726796,1216.0694912866174,suitable
pre-kharif,28.5,18.6,922.692321013909,1006.9780837721373,not suitable
pre-kharif,33.3,22.1,1128.849762664463,1250.7061125541259,suitable
rabi,23.2,22.6,815.5683682631827,788.1492575696958,not suitable
pre-kharif,33.8,21.5,1181.380649748443,739.6952314916301,not suitable
rabi,31.9,19.0,1330.553799379608,1012.1130684203497,not suitable
pre-kharif,25.7,22.3,809.8929771523631,1199.2412116033472,not suitable
rabi,22.1,19.2,891.9659635661745,500.0,not suitable
kharif,27.4,21.8,924.6816255603342,1331.0385471875438,not suitable
kharif,26.1,22.1,846.6889138061011,1191.5464241351729,not suitable
rabi,25.5,19.4,1024.0077531088075,885.4452659368708,not suitable
kharif,29.7,19.7,1154.5757269193816,1100.8207969160064,not suitable
kharif,28.2,21.3,954.1599703690763,1145.3497623586004,not suitable
pre-kharif,32.2,21.5,1147.0892561673325,1019.8097497599039,not suitable
pre-kharif,36.1,22.6,1296.457246828101,1228.4704153032912,not suitable
pre-kharif,29.8,21.1,1038.89922897845,917.2729138704434,not suitable
kharif,31.5,21.5,1111.065118700046,1418.8182051187373,suitable
pre-kharif,31.7,21.2,997.8630153235416,766.0951368943569,not suitable
pre-kharif,32.9,22.3,1142.2476158672737,783.8795816653908,not suitable
kharif,26.6,22.8,890.0272877053699,1255.0544156797062,not suitable
kharif,25.2,21.4,801.2792992665223,1582.0971818787093,not suitable
rabi,27.3,19.8,1066.2821175750114,970.978373202221,not suitable
pre-kharif,29.2,20.8,834.3879071088375,500.0,not suitable
pre-kharif,36.1,24.5,998.0659554358936,1100.277950968573,not suitable
rabi,27.1,17.6,987.3653532470947,703.1406992475888,not suitable
pre-kharif,25.8,23.8,845.629523226175,1343.6427616734275,not suitable
rabi,30.9,19.7,1311.3595823715964,975.1395424171577,not suitable
rabi,24.0,19.2,1023.3729037361143,773.4811267199386,not suitable
rabi,24.9,19.9,1046.00528832176,788.1337904405434,not suitable
pre-kharif,31.2,21.9,1043.158582192121,893.1593189579653,not suitable
rabi,28.9,18.8,1162.054664646739,762.1354488473918,not suitable
rabi,24.6,18.5,1000.2738449953554,1076.1109326686071,not suitable
kharif,27.3,20.9,1037.9647256987532,1235.4711434918415,suitable
kharif,30.3,22.1,1122.2039456401242,1411.067102553329,suitable
pre-kharif,30.7,23.0,1044.9757838239775,1134.086022090893,suitable
pre-kharif,31.4,24.1,1079.464364350161,737.3530892508442,not suitable
kharif,26.6,22.5,870.4163463082792,1378.929632775235,not suitable
kharif,25.5,20.8,936.8876788478143,1233.346835991854,not suitable
kharif,29.1,21.0,1029.144033165993,1174.6417813506298,suitable
kharif,25.4,20.8,906.6730607479528,1064.5378493896444,not suitable
kharif,28.4,22.6,1097.0281953674519,1385.672931681294,suitable
kharif,27.6,21.8,952.808049873706,1492.757383747452,not suitable
rabi,26.5,21.1,1011.8205120527543,734.6678344993153,not suitable
pre-kharif,32.2,22.1,1106.0642301831167,1036.7224535982136,not suitable
kharif,28.7,21.7,1078.0126275415882,1082.1077130452538,not suitable
pre-kharif,27.7,23.4,883.6625031221945,1143.0641680549115,not suitable
kharif,24.8,20.0,841.2791963858691,1245.6040813198028,not suitable
rabi,25.6,22.1,978.3779743520861,718.0125919971632,not suitable
rabi,27.3,23.1,1042.2645732142128,681.2171667550879,not suitable
pre-kharif,27.5,20.8,1066.6250007736012,500.0,not suitable
rabi,26.5,20.6,1099.4249725761401,746.5807448631795,not suitable
pre-kharif,36.2,22.7,1376.6161679172997,960.0434896803621,not suitable
kharif,30.8,21.8,1176.3214282403537,1203.7144481480036,suitable
pre-kharif,29.2,22.5,980.0818504363066,1153.9414475384185,not suitable
rabi,24.3,19.7,890.1392060889395,829.7918031611358,not suitable
kharif,28.5,23.0,986.210308690817,1385.3929001282563,not suitable
kharif,34.3,24.4,1124.368377743767,1251.6251169357276,not suitable
rabi,20.8,21.8,743.380535744103,901.7588785192132,not suitable
pre-kharif,30.9,24.1,1038.012276342618,556.1294826135967,not suitable
pre-kharif,29.6,22.7,940.9702280094893,1306.1587950739336,not suitable
rabi,20.2,21.9,786.3136054846558,694.6232932729996,not suitable
kharif,30.7,21.7,1172.225379319412,1514.3947720480664,not suitable
pre-kharif,28.1,21.1,836.6584206566941,1073.2977038626452,not suitable
kharif,25.5,20.6,911.617096353153,1243.6010008109497,not suitable
kharif,30.4,21.2,1083.552758173715,1127.1638771087862,suitable
pre-kharif,35.1,22.7,1261.6385977390055,1154.1285182778836,suitable
pre-kharif,29.0,22.6,894.6001599300849,920.771055784181,not suitable
pre-kharif,25.7,22.4,876.1146511865397,708.5430239331764,not suitable
kharif,24.9,21.4,853.6519286560676,1231.5472951254444,not suitable
rabi,21.2,20.3,745.3302437778991,857.9374637613714,not suitable
rabi,26.1,18.1,918.5426644554682,897.2695032763853,not suitable
kharif,25.1,20.8,715.1346381750667,1247.305540029137,not suitable
pre-kharif,28.4,20.1,1010.8732424534751,1112.7257004198002,not suitable
rabi,19.5,21.5,783.9771685219675,671.6358789237361,not suitable
kharif,32.1,23.0,1160.7602076072762,1381.3594242633926,suitable
pre-kharif,24.3,22.1,716.375138980222,983.6176100961063,not suitable
rabi,23.5,21.0,981.5209467425052,809.5267748647333,not suitable
rabi,25.2,19.1,1095.2259505214722,787.3734339774617,not suitable
rabi,27.5,18.4,1051.188099270445,811.1545028687389,not suitable
rabi,25.1,20.7,1040.012639976193,724.3239182204738,not suitable
pre-kharif,27.2,22.4,907.393740544519,1006.4437633723077,not suitable
pre-kharif,26.2,22.4,770.7417290766184,1242.9920255730221,not suitable
kharif,30.5,20.3,1157.8140128964296,1245.162336183397,suitable
pre-kharif,31.4,20.6,1129.994806902701,1164.6408715990935,suitable
